,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,273.3278196587338,2.3292253329894788,0.10083733161449654,-1650.9070206676531,1683.286384237006,5.426666666666667,50.0,7.471e+04,1.384e+01,3.007e+00,1.893e+00,,,,44.34422060392005,159.0146071621261,180.5274757514255,43.44649575866669,68.47436889630838
ch1,38400,241.43040042136934,1.4475965016944476,0.04652075626965589,-1310.4182051001462,1125.0547566652929,12.036666666666667,50.01,5.829e+04,9.174e+00,2.751e+00,1.613e+00,,,,55.54999242496359,145.0757146370002,190.66117145310096,40.77855832756044,85.34009426484089
ch2,38400,328.8363491452488,-0.17116855392100613,0.0364213904159735,-1366.4026811237757,1475.7971162129354,21.423333333333332,50.016666666666666,1.081e+05,1.442e+01,3.262e+00,1.776e+00,,,,69.94036349281961,130.85816172739635,197.85862442329304,48.13681758519074,101.26616784529715
ch3,38400,525.0338719496111,2.3565936638204743,-0.06688815639941688,-2406.5697943703403,2278.6203322878264,0.17333333333333334,50.00333333333333,2.757e+05,6.948e+01,3.724e+00,2.397e+00,,,,51.09995695780177,175.92231788856404,175.74066460346816,62.411084734090515,62.67321843051616
ch4,38400,347.149275405875,2.6147671681389206,-0.08470603920339709,-1603.9932397904074,1389.1788150020875,0.19,49.99666666666667,1.205e+05,2.846e+01,3.096e+00,1.827e+00,,,,61.84874623481449,152.61086606063373,194.00969963706217,51.86254859100757,88.60270508524664
ch5,38400,656.1513505045574,3.4953810317626433,-0.09666381800367557,-2727.918848275618,2563.105940055512,0.16,50.01,4.305e+05,1.042e+02,3.558e+00,2.324e+00,,,,67.41611059044672,168.92566401408828,190.95746529337123,67.9113401792521,85.72716012053563
ch6,38400,491.96631168750685,1.5115542044788368,0.036105799698365006,-1935.536059206291,2052.1683275633677,26.963333333333335,50.013333333333335,2.420e+05,3.362e+01,4.432e+00,2.736e+00,,,,88.74765586842553,144.61201433684164,203.75335603160445,76.00298748402182,113.43492477449377
ch7,38400,520.5573226445606,-0.3170079127782933,0.038011524131619415,-1922.0258350584027,2202.0599968488427,49.983333333333334,50.02,2.710e+05,2.441e+01,5.271e+00,3.224e+00,,,,101.5417609422617,134.2153476332117,206.76042863340413,86.46388181541961,126.13285931537125
ch8,38400,585.481349777603,-1.8429386645377475,0.028838060619928486,-2261.6444562467723,2372.481294233705,49.98,50.02,3.428e+05,3.537e+01,6.160e+00,3.517e+00,,,,117.43674296593814,126.87979069365342,210.1589430975308,101.77032262148309,140.74584407210344
ch9,38400,798.5721646998005,3.37876041518813,-0.10376613927194467,-3245.404316942714,3136.3893030583786,0.16666666666666666,50.01,6.377e+05,1.464e+02,4.764e+00,2.990e+00,,,,91.44874190189411,178.150940724637,187.86624691118283,96.30577398052905,100.38421692140771
ch10,38400,789.4909581282984,3.838349749166297,-0.09823886746898577,-3219.7068382360912,3071.7433328865036,0.16666666666666666,50.01,6.233e+05,1.441e+02,4.456e+00,2.908e+00,,,,80.69493862637742,171.34406465637647,191.8844973085935,82.02404333696005,95.40521455189551
ch11,38400,542.0027332294922,2.9140810805575597,-0.06945428442167816,-2305.5619212106863,2152.472776127944,0.19,50.01,2.938e+05,6.017e+01,4.079e+00,2.557e+00,,,,93.16552572561046,160.47498358844717,202.24699987412006,87.20316036820597,112.45494329166141
ch12,38400,434.6728603769333,0.12199970675786859,0.040665011687554,-1803.434974069183,1828.5475658887028,48.98,50.016666666666666,1.889e+05,1.660e+01,7.817e+00,4.646e+00,,,,118.86075929518626,136.51844008957366,204.18299167832083,107.68603109710433,138.2699319940372
ch13,38400,622.4875379064368,3.613197416253188,-0.12182084960152255,-2589.7982810579074,2393.425373211441,0.18,50.01,3.875e+05,8.453e+01,4.848e+00,2.977e+00,,,,99.24705121811732,168.92705987701956,195.82747432224204,98.54303473144954,112.62347418970064
ch14,38400,443.1667278581589,2.8948271623839155,-0.0951693424537579,-2011.3923226102183,1755.9846164844969,0.6766666666666666,50.01,1.964e+05,3.805e+01,5.324e+00,3.252e+00,,,,109.87095187390517,158.20509465444752,200.90963692538097,104.73043409035981,125.71119239635021
ch15,38400,583.9317730970334,3.0071480020997488,-0.11325710192146533,-2392.448335594001,2417.4215730029887,0.18,50.01,3.410e+05,7.467e+01,5.024e+00,2.901e+00,,,,108.01600898396572,178.7684507397679,187.82082363099966,112.406111888288,114.51629574195341
ch16,38400,688.6952790201358,-1.99155647282727,0.0507065165501467,-2865.1662349474295,3180.818419519313,44.04,50.016666666666666,4.743e+05,5.401e+01,1.682e+01,5.959e+00,,,,147.32232731954244,122.04334160915877,208.7494522412632,134.38713991691966,165.21919376243582
ch17,38400,681.2130676820668,-1.601529439831294,0.07983241095553027,-2894.490401134995,3410.1491869302695,18.376666666666665,50.013333333333335,4.641e+05,5.334e+01,2.718e+01,8.404e+00,,,,160.4026678544661,124.8088041438109,205.78633021287177,149.4785751221453,175.17758701914323
ch18,38400,565.4147651393675,-1.0631514040799823,0.09387911993418029,-2451.1109554113523,2824.4928276067994,15.51,50.01,3.197e+05,3.803e+01,2.634e+01,8.623e+00,,,,173.2525753699277,132.91770519892358,203.66760954647972,164.57325024041094,184.84666083175168
ch19,38400,371.0053383843362,-0.049067452912514964,-0.0027738881656297395,-1758.0447144849163,1533.1613343347103,12.723333333333333,49.98,1.376e+05,1.823e+01,1.660e+01,5.729e+00,,,,192.1286462989915,156.66184193372112,192.77567513320682,189.19309783757672,196.28348522869481
ch20,38400,544.0107535348523,-0.19311210726293476,0.06098547303599129,-2099.224126168933,2705.554703880302,27.81,50.016666666666666,2.959e+05,2.743e+01,1.570e+01,6.811e+00,,,,135.81214348573286,132.17614830321276,203.8365954091736,125.19661662841735,152.74768490355777
ch21,38400,297.8276665893245,1.0420742111086816,0.002122791959125616,-1340.9730541897154,1216.9668430726583,15.356666666666667,44.63333333333333,8.870e+04,7.571e+00,1.362e+01,5.351e+00,,,,182.60176083357803,160.1018148887924,199.11122168911896,179.31102228134387,188.46643540286055
ch22,38400,308.54515439035504,1.4703062190191296,0.013614999203566128,-1253.7733825335029,1237.979712015316,15.363333333333333,49.99666666666667,9.520e+04,8.836e+00,1.235e+01,4.260e+00,,,,189.67919456420736,172.1229098655506,190.8123566246906,189.64418506907657,191.32204900969998
ch23,38400,426.87576701828567,2.3146347849708886,0.02250101883520927,-1590.0628131460055,1715.1217454326652,16.663333333333334,50.01,1.822e+05,1.731e+01,1.779e+01,5.473e+00,,,,188.93557837524693,179.10015480146546,177.1836968262039,192.06629958698903,186.58745531396568
ch24,38400,363.9162571150416,2.094087483507334,0.12628792077786902,-1647.5089587269936,1686.9848215342413,15.98,50.00666666666667,1.324e+05,1.466e+01,1.260e+01,5.583e+00,,,,141.56596254529748,148.6291867657615,203.99861022171126,134.63343967653964,155.0745302769837
ch25,38400,354.32826701579,2.2740883506765557,0.1377542964286514,-1703.901971421187,1754.0437943140805,15.15,49.986666666666665,1.255e+05,1.348e+01,1.643e+01,6.755e+00,,,,157.7270446472699,153.50107813204562,203.50948907684304,152.31254316487323,168.21318877132126
ch26,38400,366.52389764147216,2.7667711158470616,0.008896283884832861,-1822.120964603894,1555.6286507217292,14.083333333333334,49.983333333333334,1.343e+05,1.657e+01,1.629e+01,6.888e+00,,,,168.07293348867321,162.4021330974689,196.29512415151723,165.7732154860021,174.19243947639032
