,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,569.336147216512,-0.5755689067284981,0.046392442480935346,-2110.972275387735,2045.2391662383432,0.26666666666666666,50.00333333333333,3.241e+05,9.096e+01,2.904e+00,1.770e+00,,,,43.1795404541806,155.75818876298942,177.67770034347961,43.649099938264065,61.00066340119714
ch1,38400,496.4920697326835,-1.3136727739842513,0.04304413671264421,-1880.8159429604468,2012.3854415285339,0.25333333333333335,26.493333333333332,2.465e+05,7.414e+01,2.928e+00,1.382e+00,,,,56.28080440952497,140.66577495540312,188.83247125587133,39.66592619711196,79.85040935643994
ch2,38400,476.2731999854842,-1.1037141699303212,0.033484032822106054,-1679.998604855148,1913.549820725789,0.27666666666666667,47.57333333333333,2.268e+05,6.441e+01,4.453e+00,1.504e+00,,,,72.04958033888919,125.31819629669447,197.0088727977431,46.30467994829915,97.66072271716578
ch3,38400,502.03099771453947,-1.1670729893691738,-0.07357892250367962,-2191.1859817231025,1799.7217274327284,0.25,24.143333333333334,2.520e+05,7.559e+01,3.311e+00,1.896e+00,,,,52.12368938752098,172.71837077560573,172.25149277669044,63.61351952093061,58.07743799275969
ch4,38400,461.59810682151425,-2.252925968162683,0.008389031940824002,-1930.6304990507444,1707.8334797728157,0.2833333333333333,50.00666666666667,2.131e+05,5.494e+01,2.843e+00,1.416e+00,,,,64.68004064010752,147.49802006913663,192.223182118909,51.3862432796926,85.26059525859559
ch5,38400,559.4401876995972,-2.8008339934130837,-0.06952594622309748,-2778.9587021578714,1987.1512512050188,0.7466666666666667,50.013333333333335,3.130e+05,5.901e+01,2.682e+00,1.700e+00,,,,71.51219030493768,163.9699832372782,188.69814631500188,68.4264183340543,84.60435106336263
ch6,38400,643.6250760185341,-1.0048809227538402,-0.01282031752435927,-2413.3188051229604,2335.913048382742,49.99666666666667,50.013333333333335,4.143e+05,4.712e+01,3.649e+00,1.832e+00,,,,94.27988353708771,137.64929881697512,203.35033525647322,75.44711306768042,114.37710812661058
ch7,38400,675.1252761107471,0.5243574581427375,-0.0072346775100509235,-2559.9200773196612,2467.4268049334155,49.99666666666667,50.013333333333335,4.558e+05,5.055e+01,4.473e+00,2.147e+00,,,,107.5709995158395,126.45299149581744,207.2102354327722,85.74329595619643,128.33894111874258
ch8,38400,660.3372034793259,1.769329844324775,-0.005724326806203818,-2606.126865676576,2490.606992059951,49.99666666666667,50.013333333333335,4.360e+05,5.469e+01,5.786e+00,2.657e+00,,,,123.89576477858749,118.44566019514052,211.4769847414765,101.04735625508852,144.31085087124458
ch9,38400,595.5558656381253,-2.7560979888617267,-0.056905300486440824,-2975.7521863673323,2328.209240148834,14.95,50.013333333333335,3.547e+05,5.732e+01,3.361e+00,2.013e+00,,,,97.76347776547838,172.8909153888503,186.17444810241483,97.32959380866524,104.56308786456863
ch10,38400,652.5711798388458,-2.8854520501915863,-0.051525131165368235,-3111.555469535853,2355.990044585523,42.11333333333334,50.013333333333335,4.258e+05,6.396e+01,3.352e+00,2.074e+00,,,,86.2946242363079,165.91048917581398,190.08410283783434,82.7061515049966,97.21058917677048
ch11,38400,554.8071960718047,-1.2888834465968648,-0.025019087185471415,-2162.896656438721,1982.3325076581045,49.99666666666667,50.013333333333335,3.078e+05,3.766e+01,3.150e+00,1.728e+00,,,,99.30043725230315,153.8948096425606,201.45451467210816,87.29537957893619,114.75595050599097
ch12,38400,550.6953564816354,2.519778619943961,0.030498668847970655,-2409.8863209732904,2250.8220702192857,49.96,50.013333333333335,3.033e+05,3.616e+01,7.707e+00,3.742e+00,,,,126.0273183768388,128.64540974219858,205.41510762572364,107.4543667441987,143.32741369241592
ch13,38400,515.3342957505199,-1.4330312476774125,-0.03701844691419665,-2279.5690351382045,2018.3236999904661,30.11,50.013333333333335,2.656e+05,3.853e+01,3.689e+00,2.026e+00,,,,106.02973135008659,162.78521787112024,194.9707392744841,99.14858489502592,116.959564336635
ch14,38400,428.7026483508684,0.3287431623001339,-0.015576487361472394,-1872.3812950951456,1790.5758618704936,23.55,50.013333333333335,1.838e+05,2.541e+01,4.297e+00,2.234e+00,,,,117.04917657651761,151.2899594645996,200.98664046080006,105.0016142474801,130.67416607462275
ch15,38400,406.44849530354634,-1.8704594397002097,-0.06174873026784761,-2037.135698353004,1685.3544914114345,4.136666666666667,50.01,1.652e+05,3.062e+01,3.183e+00,1.773e+00,,,,115.14522223667669,173.29747190746272,186.88310078453998,113.47039553929966,120.94584501743361
ch16,38400,683.9901696753191,4.634404461187168,0.02443006940805138,-2969.941431920131,2786.413596393179,15.12,50.013333333333335,4.678e+05,7.131e+01,1.105e+01,4.147e+00,,,,154.5743989011629,113.77746810278921,211.66340956717315,134.03917589969936,171.78172978573718
ch17,38400,636.6742247791253,5.604358523731812,0.08987110852047184,-2677.5749809949216,3028.9277345358105,9.43,50.01,4.054e+05,7.173e+01,1.392e+01,4.416e+00,,,,167.88250558725346,117.35094547639964,209.36079638484767,149.35541422802154,183.0155853842504
ch18,38400,536.9753765007023,4.772854308094093,0.24133982105853186,-2641.356983308482,2733.237490463235,8.84,50.00666666666667,2.883e+05,5.760e+01,1.632e+01,4.307e+00,,,,180.89477810942253,126.47441366419213,207.749006157838,164.67785442667676,193.78746204601848
ch19,38400,434.3389929733306,-0.19038347355389837,0.19321298604359777,-1709.3706564069955,2154.774292675492,9.843333333333334,50.00333333333333,1.887e+05,3.399e+01,1.798e+01,3.338e+00,,,,199.9254107584968,152.51062784693613,197.3904034489863,189.83797690144428,207.24282870453268
ch20,38400,615.0279156138181,4.525491001323021,0.06112558674852104,-2807.9857511567816,2789.849263542491,19.41,50.013333333333335,3.783e+05,5.191e+01,1.165e+01,5.226e+00,,,,143.3117729133584,124.29301913483867,206.01824880296002,125.0685546805318,159.33812234332493
