,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,1798.0598563856663,9.227623744848835,-0.007501315424351474,-6809.535477000465,7841.360748077314,49.97,50.07,3.233e+06,3.637e+02,5.202e+00,5.079e+00,,,,53.85500912818093,145.5433502884664,175.770246025739,48.915299657231145,77.97318975812311
ch1,38400,1877.8640646750773,11.279309381783154,0.0003441108268239024,-7024.252078176038,8288.67735935931,49.97,50.07,3.526e+06,3.844e+02,5.057e+00,5.015e+00,,,,65.27335982180726,132.8278192698299,185.13905011936794,46.8482612459262,93.38641957272283
ch2,38400,1833.201973203705,12.256497860869274,0.0032012339329615157,-6755.825353183689,8278.365273174288,49.97,50.07,3.361e+06,3.590e+02,5.641e+00,5.213e+00,,,,78.70636776224964,119.3798953206164,191.69035870052846,51.90834190003196,107.99596755544908
ch3,38400,1121.7635567090488,4.789402804659915,-0.01671622122395805,-4402.508328735526,4814.420543813282,49.96666666666667,50.07,1.258e+06,1.442e+02,4.020e+00,3.274e+00,,,,59.68885958104861,163.05858120008224,170.778671518064,65.47265970797395,73.22180212875945
ch4,38400,1560.535669974084,10.090430649584347,-0.00039961449986801163,-6041.118080374868,6930.360860502322,49.97,50.07,2.435e+06,2.645e+02,4.707e+00,4.109e+00,,,,73.6895061642223,138.9829210055585,188.70477757549608,55.85507829795701,99.01724813698034
ch5,38400,806.3088295086378,5.191382966537689,-0.03533715381094437,-4119.587067943832,3613.771895481407,49.96666666666667,50.07,6.501e+05,7.442e+01,3.124e+00,2.182e+00,,,,77.14383159720734,156.84198882364743,184.42816100160368,69.66894743669197,94.9073272333132
ch6,38400,997.1466472934441,7.338590537840774,0.001237293431100798,-4117.289680712145,4623.060230054685,49.96666666666667,50.07,9.943e+05,1.133e+02,4.085e+00,2.699e+00,,,,96.996885718906,134.44305746949252,197.50918830916748,74.49236042190091,120.32957476872502
ch7,38400,837.5719222114542,6.067219143820365,0.01309508627316337,-3457.0648424810875,3849.438484959172,49.96333333333333,50.07,7.015e+05,8.615e+01,4.974e+00,2.700e+00,,,,110.17478401687079,124.94763948200001,201.58681573902393,84.52297820752719,133.48380773628458
ch8,38400,675.9736497342134,4.647936611186272,0.02312991651016208,-2751.502380138166,3316.451229775163,44.02,50.06666666666667,4.569e+05,6.347e+01,7.101e+00,3.093e+00,,,,123.30325094082221,116.99538800388376,202.76986675677344,96.79184854442738,145.31373099458906
ch9,38400,263.16005580213573,0.23864642682110626,-0.5920741376641463,-3121.3430630821954,1662.221875525753,8.026666666666667,50.03666666666667,6.925e+04,1.267e+01,2.605e+00,1.599e+00,,,,86.60506011526446,170.53365027442797,177.09572674865117,86.89255240291928,95.23252936613895
