,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,1609.7667714196602,2.1825177709573436,-0.01869174545857176,-5258.527190222193,5371.733678400546,0.25333333333333335,50.0,2.591e+06,5.288e+02,6.681e+00,4.263e+00,,,,63.336326414385134,155.09423934554027,187.0757827145239,56.591402488376794,86.05829876997169
ch1,38400,1460.1716866574689,0.24901118367343997,-0.029602917703672123,-5107.2245262180895,4979.098547303689,0.27,50.0,2.132e+06,4.196e+02,7.026e+00,3.976e+00,,,,73.677434978036,141.47993844091417,195.4414471386117,58.66661512155489,99.89259941463277
ch2,38400,1320.082328345253,-1.8798588882296272,-0.03437175384586654,-4713.8846791928645,4634.656847022725,0.27,50.0,1.743e+06,3.388e+02,8.332e+00,4.237e+00,,,,85.41438055087919,126.92105337862223,200.68975224256744,65.69498814327764,112.85504540617698
ch3,38400,1447.6916089231145,1.3004666565404948,-0.03379265063297768,-5530.020103292874,5297.329301348584,0.23,50.0,2.096e+06,4.502e+02,5.923e+00,3.580e+00,,,,67.3968204809853,173.0171138429589,181.24960035438602,71.63577039039093,81.86272734412591
ch4,38400,1374.8120878199747,-2.096189130062594,-0.008017617182710681,-4702.09321268523,4733.43103548934,0.2633333333333333,50.0,1.890e+06,3.763e+02,6.269e+00,3.204e+00,,,,81.10129187396325,147.38316104600588,197.60523425893518,69.51206340641389,105.21157245914142
ch5,38400,1050.5252308858153,-2.232193474514327,-0.0006983652647015948,-3673.0883529015837,3650.5150256411057,0.23333333333333334,50.0,1.104e+06,2.305e+02,3.826e+00,1.992e+00,,,,83.61212928562006,165.7673172683743,192.61380417480345,81.17353909252536,101.52164676893074
ch6,38400,919.8177200707802,-4.465904625470477,-0.04165704039453335,-3358.5336086093566,3178.431408141263,0.23,50.0,8.461e+05,1.840e+02,6.069e+00,2.499e+00,,,,101.81208968865111,141.34894802845216,203.57812810225548,89.46680085835996,124.37454687369126
ch7,38400,747.3040213133381,-4.6071941964687975,-0.0798738765107675,-3441.246236024112,2787.7181164821072,0.22,49.99333333333333,5.585e+05,1.293e+02,7.117e+00,2.972e+00,,,,113.60662075066645,130.53185225643924,206.20190103659385,99.25457333819661,136.09364987304963
ch8,38400,596.2835181849774,-4.508728623073531,-0.12619836247472327,-3375.8209780759466,2518.4414624223177,0.22666666666666666,49.983333333333334,3.556e+05,8.381e+01,8.632e+00,3.775e+00,,,,125.19285525358933,121.15749923507784,205.68947497673514,110.49601174834966,146.4397329468897
ch9,38400,661.4075017267425,-2.2400209055511753,-0.15056153778663275,-3496.011805919449,3209.1208044355635,0.21,49.99666666666667,4.375e+05,1.047e+02,3.069e+00,1.478e+00,,,,90.79598392777507,179.70854576358167,183.89045832512812,95.9005403599423,100.96926832038756
ch10,38400,511.27552909472513,-3.4553098069243644,0.008513089963653964,-1881.138106026618,1847.20998241082,0.24,49.99666666666667,2.614e+05,5.840e+01,3.022e+00,1.507e+00,,,,96.14683727687627,167.85330677070684,193.47737817003926,94.62252839112425,111.67435690278529
ch11,38400,516.2280925963676,-4.042396803675622,-0.07171061932794479,-1999.9430142454373,2050.9991214088673,0.22333333333333333,49.983333333333334,2.665e+05,6.323e+01,4.105e+00,1.978e+00,,,,105.68910475420898,155.3124475674104,200.17533738941577,98.8779584375651,124.1642770010698
ch12,38400,519.1467956400248,-3.5830766792968887,-0.03374267941732889,-3272.453625177398,2952.196291261005,0.21333333333333335,49.98,2.695e+05,6.802e+01,6.891e+00,3.464e+00,,,,129.61779462058118,134.82757468342098,203.34123779783837,118.86013268835995,147.89543298833584
ch13,38400,327.00302024424786,-3.1738586519374334,0.08840368810991019,-1472.5673200494425,1678.6632166245656,1.8166666666666667,49.99,1.069e+05,2.157e+01,3.572e+00,2.128e+00,,,,112.39074032796697,165.76592187866595,195.5960823580662,110.0559832340669,126.49135335464717
ch14,38400,501.22466255817733,-2.8365175987659104,0.19751004472747982,-2551.5998990388975,3145.5990017830395,0.24,49.99333333333333,2.512e+05,5.574e+01,5.013e+00,2.972e+00,,,,121.78062678655263,155.35653281492787,198.87305008984106,116.2771702504473,137.21688448475268
ch15,38400,525.6821647068066,-1.9730909424783898,0.0038261392444898707,-2093.6843212951467,1999.9689130288295,1.3566666666666667,50.0,2.763e+05,4.999e+01,3.793e+00,2.260e+00,,,,118.93573416378959,177.578495135603,187.78197178435903,121.56316433182334,127.59821429380357
ch16,38400,471.2818851948222,-3.192178275298664,-0.15983348531882527,-2700.4038829309634,1912.0201506725887,0.41,49.98,2.221e+05,4.710e+01,1.257e+01,4.279e+00,,,,151.23505349103772,116.09445189633935,201.27203691254854,139.17296350522065,167.59452886059563
ch17,38400,390.15243226912025,-1.2471159151873072,-0.12349935695230925,-2049.10008585986,1736.1924093246869,1.5066666666666666,38.93333333333333,1.522e+05,3.074e+01,1.253e+01,3.587e+00,,,,165.3930665368879,122.76742242196131,200.36326644569706,155.28705606186296,178.99554729345846
ch18,38400,402.0307305484497,0.08187462607149504,-0.020049348122341406,-1787.7672614240826,1657.3805926140506,2.0866666666666664,49.98,1.616e+05,3.155e+01,1.190e+01,3.290e+00,,,,176.79469827454682,132.22710236355266,196.88451560842304,169.0395982485418,187.39169472359526
