,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,2428.431680704681,0.8913140697881916,-0.0013423852235241696,-9214.369579535332,6773.171605947325,49.983333333333334,50.026666666666664,5.897e+06,4.015e+02,5.529e+00,4.085e+00,,,,51.24585375064713,138.31815563232036,166.31739158102476,54.5096262512458,69.69042850364696
ch1,38400,2571.3511952216077,0.26125852452608644,-0.00124424010341215,-9733.769549891878,7179.8066259299385,49.983333333333334,50.026666666666664,6.612e+06,4.670e+02,5.449e+00,3.866e+00,,,,60.42662982971233,124.88482798807101,175.80412226091443,47.41336917450094,83.77170011234631
ch2,38400,2509.7936875413848,-0.713598304377058,0.0023408368015187518,-8402.338775231032,6862.205635734574,49.983333333333334,50.026666666666664,6.299e+06,4.421e+02,5.754e+00,3.800e+00,,,,71.85018257077486,110.96339277900077,182.73652994942324,46.207214658441984,97.25131023771539
ch3,38400,1447.7890562204775,0.6708019164223497,0.007628176167236141,-4099.122153279626,4206.993960987042,49.983333333333334,50.026666666666664,2.096e+06,1.246e+02,3.766e+00,2.654e+00,,,,51.03362844986281,156.70435829811217,162.38747483555179,66.44002825551091,60.93019896002176
ch4,38400,2082.6670291441483,-1.192098504498906,-0.0002583154969099282,-6369.817293860114,5520.455496949559,49.983333333333334,50.026666666666664,4.338e+06,2.491e+02,4.138e+00,2.822e+00,,,,62.20708970680956,131.3058193478198,180.22912579952714,47.77263368724404,85.11584040520013
ch5,38400,1051.9155898076422,-0.8741206376830426,0.007260760721064645,-2964.1446729667027,2979.7301652042606,49.983333333333334,50.026666666666664,1.107e+06,6.425e+01,2.034e+00,1.382e+00,,,,61.43322698019843,150.086560466124,176.86852655459515,60.23217789864963,77.91569019933159
ch6,38400,1305.822423654716,-3.126280840905665,0.00034026124152592487,-3763.0301648691197,3384.538766476267,49.983333333333334,50.026666666666664,1.705e+06,9.886e+01,2.872e+00,1.830e+00,,,,80.54100624080121,127.1654490428794,190.39241540429984,56.71478706738652,103.06247120916592
ch7,38400,1078.4583728397297,-3.7854697443195438,-0.0025977495935256964,-3237.663495072506,2945.7267627476685,49.983333333333334,50.026666666666664,1.163e+06,7.778e+01,3.115e+00,1.997e+00,,,,93.68263298853739,117.96373282988559,195.0531769397719,64.82048317884357,116.26390799792178
ch8,38400,841.8327127253365,-4.034946082614075,-0.007538246685902096,-2580.3138321813863,2605.477541608537,49.98,50.026666666666664,7.087e+05,6.140e+01,3.490e+00,2.226e+00,,,,106.75962008552659,110.84437250327274,197.05005255107648,76.37933082034658,128.21076254708936
ch9,38400,349.1051649871748,-0.4152509311811267,1.6290123636207756,-1558.2628518633926,4924.321378755858,0.4033333333333333,49.983333333333334,1.219e+05,3.271e+01,1.662e+00,1.153e+00,,,,68.50021210945314,164.89367475060527,170.88323255691688,76.62112139671885,76.16693734829298
