,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,237.05957762159304,0.15811066139417676,0.02731827209076916,-1247.5127139405347,1238.3692929893,6.3966666666666665,31.483333333333334,5.620e+04,1.136e+01,3.772e+00,2.460e+00,,,,43.23619733780638,144.10350954941225,169.96667986442603,40.61868402585052,66.3101349735469
ch1,38400,194.70762067292176,0.36209243078828895,-0.008702498266120321,-886.7829882410281,865.2988001475848,9.486666666666666,32.06333333333333,3.791e+04,6.565e+00,3.320e+00,1.921e+00,,,,57.21407115277869,129.85849316178775,180.73109733672305,39.17539838571276,84.01570296219828
ch2,38400,223.0310742430194,0.1672428675021128,-4.6551279555530345e-05,-1260.0956847892921,990.4216834645973,6.656666666666666,29.74,4.974e+04,1.006e+01,3.767e+00,1.954e+00,,,,73.13309745053272,115.65826334919623,188.65903533359196,47.60284896829479,100.6049242193144
ch3,38400,376.5277479260087,-0.06483811681426686,-0.03066907975894883,-2058.1184196597455,1904.7230718538358,0.19333333333333333,24.476666666666667,1.418e+05,3.984e+01,3.705e+00,2.548e+00,,,,43.2705722481749,161.1079686771277,164.63508607090247,53.73363158257651,57.27924767402156
ch4,38400,264.7137276089092,0.14453068243251438,0.13367830570784495,-1148.5033117920389,1502.3948557017413,0.4066666666666667,27.016666666666666,7.007e+04,1.724e+01,3.373e+00,1.963e+00,,,,60.14869539385,137.18539898791715,183.883452294757,44.221524419745265,85.62793713517256
ch5,38400,434.85944225603254,0.05255543719481314,0.23181136856557702,-2117.5056139349763,2390.1229941664924,0.17666666666666667,19.69,1.891e+05,5.671e+01,3.253e+00,2.101e+00,,,,61.13114699405801,153.68459764304933,180.41294567476,56.05368296664145,80.5486493643201
ch6,38400,294.44624053463275,-0.6905513235085914,0.3284429872932678,-1150.9176757523753,1442.2448610365955,0.47,26.803333333333335,8.670e+04,2.167e+01,4.007e+00,2.285e+00,,,,86.91766321890194,129.72294382626927,194.57537073591317,66.37737362078046,110.28462496505358
ch7,38400,295.6736822416169,-0.9720174680871742,-0.035995731066643624,-1589.5166407740446,1472.937129719484,1.0,26.69,8.742e+04,2.148e+01,4.370e+00,2.365e+00,,,,100.88838463774441,120.07029375774563,198.3683749628169,78.06630142422094,123.67319523374684
ch8,38400,356.5670914678912,-0.764049029910801,-0.22713021135490777,-2328.9026554346524,1811.0189834744394,0.36,24.366666666666667,1.271e+05,3.340e+01,5.290e+00,2.737e+00,,,,117.46331499379185,114.08773439846237,202.6691620521094,94.2377148837494,138.80503587571184
ch9,38400,514.6691051979024,-0.2930888618117342,0.25259240723443843,-2471.6841824995918,2759.6405186061056,0.17666666666666667,18.976666666666667,2.649e+05,7.982e+01,4.488e+00,2.816e+00,,,,83.35479127873644,163.90424408764207,177.86605199656032,82.13954350000452,94.14472803682851
