,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,1856.5732634720814,-12.279135487703927,-0.05647820184519336,-7057.1614008591705,6808.625816698636,49.96333333333333,50.03333333333333,3.447e+06,5.546e+02,4.277e+00,4.903e+00,,,,60.82939873207704,159.12708417407663,190.53475207398355,56.231552784994584,86.07615067754656
ch1,38400,1914.6160866376495,-14.268246217120161,-0.051088453858865415,-7397.151227073609,7093.701363510171,49.96333333333333,50.03333333333333,3.666e+06,5.922e+02,3.603e+00,4.748e+00,,,,71.51585629610469,146.74280219343157,200.1461169428149,56.24104815069256,100.92161821942113
ch2,38400,1852.4842788793114,-15.285716302602271,-0.04506157427936247,-7308.246135730171,6892.203450867309,49.96333333333333,50.03333333333333,3.432e+06,5.540e+02,3.471e+00,4.674e+00,,,,84.28916832626054,133.89996671922813,207.3897161865924,62.36629155513986,114.9701134191014
ch3,38400,1187.5229327405273,-6.532926122852703,-0.06140725441238053,-4567.253539607677,4347.719247230814,49.973333333333336,50.03333333333333,1.410e+06,2.207e+02,3.390e+00,3.016e+00,,,,69.03773499095878,178.46279095025764,189.73897245911033,74.8763491448256,83.08224646610098
ch4,38400,1583.0125005783898,-12.34912409907114,-0.05297239088965673,-6168.644916600899,5900.939865093817,33.50333333333333,50.03333333333333,2.506e+06,4.107e+02,2.769e+00,3.546e+00,,,,82.0877316457587,155.21325849376746,207.64138295641806,69.35454212712612,107.82557655018257
ch5,38400,822.6972461379037,-5.545121656597212,-0.06078490525255282,-3340.528290808412,3013.1834674831634,12.0,50.03333333333333,6.768e+05,1.124e+02,1.733e+00,1.634e+00,,,,87.39275579746035,174.46745818440795,206.95885420547336,83.96539926707639,105.02429284886644
ch6,38400,974.9040663156721,-9.131045520671314,-0.05086540909712561,-3851.2600939895487,3618.766715709217,0.41,50.03333333333333,9.504e+05,1.665e+02,2.165e+00,2.265e+00,,,,105.76933367745137,153.20515295343228,220.58254282182958,90.2512403333252,129.14957991168276
ch7,38400,812.5675382386655,-8.331922407104127,-0.052944292297112096,-3300.1407481097704,3004.6141373455753,0.36666666666666664,50.03,6.603e+05,1.200e+02,2.671e+00,2.446e+00,,,,118.13431078376509,144.33220934162756,225.33996078829753,99.74803991361743,141.56922303760155
ch8,38400,648.3259521226953,-7.204201905631559,-0.0647362588727326,-2672.085042455758,2433.7265505834384,0.37666666666666665,50.03,4.203e+05,7.976e+01,3.394e+00,2.816e+00,,,,130.5377763210458,136.97215058897243,227.4702769488876,111.17615487966316,152.64137510579795
ch9,38400,206.57324586732997,1.5662427041588511,0.050091893129521475,-776.9462902416205,841.4611201251693,12.61,50.02,4.267e+04,6.651e+00,1.609e+00,1.141e+00,,,,97.38205546739096,189.22618644098642,203.442234292644,100.93329789398035,105.69717001864944
