,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,3013.936880904814,-8.372400966740052,-0.009509807113474199,-9065.593787098309,7510.9600508022495,49.99333333333333,50.03333333333333,9.084e+06,3.328e+02,4.247e+00,5.305e+00,,,,59.13968238919159,156.935538103124,183.15680970373404,61.324964957756094,71.73947196377848
ch1,38400,3151.9721329604045,-6.6253949810317705,-0.010060510712688514,-9325.153379506215,7499.988509150429,49.99333333333333,50.03333333333333,9.935e+06,3.562e+02,3.812e+00,5.088e+00,,,,66.52879244357088,144.10557487422875,192.53041138352728,57.03756176080235,86.11362759667347
ch2,38400,3070.6689614568795,-4.8336804345969355,-0.010144295522332453,-8895.755080605193,7350.320500730896,49.99333333333333,50.03666666666667,9.429e+06,3.334e+02,3.748e+00,4.922e+00,,,,78.79229851456878,130.8724804171667,199.30379624973054,60.88853615573245,101.32798536519803
ch3,38400,1870.5108016208,-7.211537069082028,-0.0074559755410704125,-5509.5914616071495,4711.813804222075,49.99333333333333,50.03333333333333,3.499e+06,1.331e+02,3.140e+00,3.353e+00,,,,77.32815660355126,176.6006648205998,180.50685200037503,86.70162873836173,77.18672911050088
ch4,38400,2602.0898417855205,-5.5167301355852825,-0.008254676177117257,-7664.2902236043265,6144.232384188865,49.99333333333333,50.03666666666667,6.771e+06,2.344e+02,2.983e+00,3.934e+00,,,,83.03947746883402,152.54014071190463,198.186133307843,75.1030606205794,97.77692336707945
ch5,38400,1322.700932307359,-4.145688780381784,-0.005623066848443829,-3877.6817620944703,3255.9177024231226,49.99333333333333,50.03333333333333,1.750e+06,6.488e+01,1.768e+00,1.920e+00,,,,95.44374159636543,172.1717135502054,195.93763954079503,95.41819422299838,100.89339663451737
ch6,38400,1589.7900661745762,-1.77195417883158,-0.00892805603885392,-4743.180419114536,3964.1295935919666,49.99333333333333,50.03333333333333,2.527e+06,9.345e+01,2.287e+00,2.496e+00,,,,110.18379383070751,150.32584378571767,209.040583918387,97.86012505067384,123.8885129790624
ch7,38400,1291.7620799561014,-0.6944205037983424,-0.011228860851343126,-4060.3080217972756,3341.862776748753,49.99333333333333,50.03333333333333,1.669e+06,7.023e+01,2.613e+00,2.510e+00,,,,122.44680164700414,141.31844051460453,213.33450523020494,106.61701030108581,137.3819284010093
ch8,38400,980.6477272951454,-0.3130612465626814,-0.013454504338782076,-3346.4577227492023,2707.794044934198,49.99333333333333,50.03333333333333,9.617e+05,5.005e+01,3.126e+00,2.618e+00,,,,135.7336076214751,134.00497016152136,214.8702187152685,118.30903117520766,150.34517479184396
ch9,38400,242.40818114654795,-2.088558042979684,0.03321553774965899,-1102.1249181250248,1045.2963135134585,17.08,50.02333333333333,5.876e+04,8.685e+00,1.489e+00,1.268e+00,,,,111.58696874558676,187.35009494953124,190.70576287743276,116.60230594592448,108.73733976298611
ch10,38400,239.92741998094428,-1.256980813509413,-0.0018176555408253498,-973.185438922879,931.7907228428841,29.923333333333332,50.026666666666664,5.757e+04,6.971e+00,1.411e+00,1.223e+00,,,,113.16277849502808,176.44680157894314,200.5434700546059,111.7273547832522,116.72957874921954
ch11,38400,451.12790134434164,-0.31548609001009237,-0.014515120743440343,-1493.6400948941437,1369.5427593993295,49.99333333333333,50.03333333333333,2.035e+05,1.274e+01,1.683e+00,1.460e+00,,,,120.49114934289038,165.333893048803,208.28364416460556,112.9769422402985,128.63846063392154
ch12,38400,429.0927273080137,0.11429809728653074,-0.031530993377454936,-1859.4939848230906,1460.5595954605883,49.98,50.026666666666664,1.841e+05,1.719e+01,2.661e+00,1.954e+00,,,,145.1308878905161,148.5679740994473,215.21779747873646,131.23975635594854,155.75501867333716
ch13,38400,798.7007573838442,0.7731874259927964,0.009499142264628611,-2352.052446824113,2373.1999981692115,49.99333333333333,50.03666666666667,6.379e+05,2.530e+01,1.813e+00,1.599e+00,,,,132.6310983692737,176.79570934802697,206.5672181300371,128.42236724845637,136.02063408804614
ch14,38400,740.299941003306,1.0191277016475162,0.011584869827335205,-2101.9305363162084,2290.9725619963456,49.99333333333333,50.03333333333333,5.480e+05,2.426e+01,2.292e+00,1.886e+00,,,,141.16161872706587,167.87819157324216,211.17522968307043,133.01891126113023,147.10953588976122
ch15,38400,1455.4431833685505,1.246515522301831,0.007592213229822102,-3928.298997562228,4326.803708976554,49.99333333333333,50.03666666666667,2.118e+06,7.510e+01,2.081e+00,2.117e+00,,,,144.32261514836546,189.1325865904286,201.61272687691903,143.92592872450868,142.3921331695787
ch16,38400,751.2771085624133,-0.4306812767309414,-0.011997671392018202,-2616.837474456311,2343.4440633574554,49.99333333333333,50.03333333333333,5.644e+05,3.561e+01,4.654e+00,2.659e+00,,,,166.92997359364256,132.62426350089524,215.58422800403602,150.2703364186672,177.94786844059368
