,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,1650.4690849792112,6.8098105648851455,0.005848200079360167,-5622.838216568599,5973.2583431201,49.986666666666665,50.03333333333333,2.724e+06,3.416e+02,4.811e+00,5.287e+00,,,,53.4588890673107,149.6485279516813,170.01630606518043,50.13735263177549,73.34844675189436
ch1,38400,1710.4953954375899,7.116865718871383,0.008959127420229892,-5755.091223387674,6114.880156972873,49.986666666666665,50.03333333333333,2.926e+06,3.652e+02,4.355e+00,4.967e+00,,,,63.79473712247949,137.37786436999232,179.9778685036617,46.98750006195157,88.53209026178652
ch2,38400,1668.3895797721352,7.34460123859459,0.005189235607146918,-6133.336622813099,5836.890584707383,49.986666666666665,50.03333333333333,2.784e+06,3.476e+02,5.200e+00,5.651e+00,,,,76.21006519791165,123.96508906508902,187.02557961012576,50.55872813800034,102.90913849093724
ch3,38400,1058.0709184693565,5.524000023452686,-0.003029911776951974,-4351.740503453222,3775.375259383129,49.983333333333334,50.03333333333333,1.120e+06,1.412e+02,4.136e+00,3.733e+00,,,,57.56307920921283,165.3762421813636,163.1420006286735,64.76812887523589,66.45511449234023
ch4,38400,1430.1665611051178,5.871337660154911,-0.01706248880077845,-6801.706597891778,4967.156062232389,49.983333333333334,50.03333333333333,2.045e+06,2.621e+02,4.480e+00,5.362e+00,,,,70.13588942651813,142.0299458357557,182.3493592615456,53.30402325950052,92.25154419796536
ch5,38400,772.4597340159394,2.8999848816615077,-0.3002936606541979,-6297.629189278124,3030.681178177093,49.97666666666667,50.03333333333333,5.967e+05,8.198e+01,3.915e+00,4.229e+00,,,,72.51949900860076,158.27232670355664,176.40879062834608,66.22772388689303,86.55121449621377
ch6,38400,907.4164429753745,2.3444831325811455,-0.08588245520474369,-5742.695580785671,3349.614748949763,49.97666666666667,50.03333333333333,8.234e+05,1.149e+02,3.985e+00,3.981e+00,,,,91.49031562230728,135.52611412455988,190.65538124374234,69.41102173984112,112.32462587284721
ch7,38400,754.0027943876972,1.7075064549294794,-0.015044579016039727,-3632.7035724278676,2859.275680441747,49.95333333333333,50.03333333333333,5.685e+05,8.356e+01,3.991e+00,2.985e+00,,,,104.33528327210944,125.20194293791302,195.21463527105314,79.00175713428689,125.66778631163794
ch8,38400,608.41795183814,1.2189341827694151,0.0214759204800116,-2256.56011746492,2783.866707322686,13.403333333333334,50.03333333333333,3.702e+05,5.897e+01,5.071e+00,3.035e+00,,,,117.15108469655786,115.85784136781433,196.80562682406557,90.99459305373345,137.68349871785455
ch9,38400,308.72723651983887,-0.16278295530145498,-3.405200761137103,-4817.99504259309,1627.0495612626855,7.803333333333334,50.01,9.531e+04,1.728e+01,3.634e+00,3.272e+00,,,,81.15063734167943,170.26901498670608,167.5609895746919,82.82973991787382,85.84243862552731
ch10,38400,278.2645434920368,-1.020775500736227,-2.8686507900857676,-4106.365179523556,1522.2096885798344,6.8966666666666665,50.00666666666667,7.743e+04,1.452e+01,2.864e+00,2.624e+00,,,,85.61086169331475,159.43887730250304,178.46438378221922,77.71843746540091,97.22614725833414
ch11,38400,337.4904224060432,-1.23495244517877,-0.2992620730879039,-2641.814874608447,1571.2783661091898,17.76,50.03,1.139e+05,1.694e+01,2.495e+00,1.937e+00,,,,95.37043460545111,147.73723161566295,186.9539583666948,79.39483767481623,111.16924627043629
ch12,38400,374.04540723706634,-1.081901319111033,0.5120090021712895,-1493.3503579398425,3614.4073297084697,11.613333333333333,50.026666666666664,1.399e+05,2.214e+01,4.849e+00,3.267e+00,,,,121.47699148498127,127.74981441341775,194.48839250588927,99.21446467903579,138.5142149063624
ch13,38400,494.9390144519156,-4.103567246205019,-0.012594548068547585,-1763.6922242979165,1705.2498330103022,49.983333333333334,50.03333333333333,2.450e+05,2.863e+01,2.378e+00,1.775e+00,,,,102.80006787128193,156.73747333326162,182.69605629371625,91.71394646409173,113.56731557059213
ch14,38400,508.4166235332802,-3.9151489954249183,0.2072924919033267,-1963.437072686363,3416.049497368982,49.97666666666667,50.03333333333333,2.585e+05,2.848e+01,3.923e+00,3.078e+00,,,,112.77783725224637,146.7430866488555,187.86004504244238,96.91973333876167,125.78292316399396
ch15,38400,843.7241921201768,-5.56449941749701,0.0555765119282354,-3021.427137803548,4957.919287107681,49.983333333333334,50.03333333333333,7.119e+05,9.296e+01,3.420e+00,3.339e+00,,,,110.57092524205291,167.07861675130772,175.23508341012075,105.27533680200312,115.29442996282945
