,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,313.8174821084747,-1.7124599181778482,1.1494636238786138,-2439.768317916519,4881.247450593485,0.82,50.0,9.848e+04,2.359e+01,2.908e+00,1.579e+00,,,,53.36695064407301,150.00823156729956,174.97418783613273,54.449292733617135,71.6762600647331
ch1,38400,225.75585747760383,-1.3450692622117237,0.14130149210174037,-1651.3126757913817,2409.555840457148,4.536666666666667,50.00666666666667,5.097e+04,1.005e+01,2.374e+00,1.134e+00,,,,61.87269957752194,135.70267568473497,183.34923812099157,47.90013821654577,85.95445298005602
ch2,38400,225.20368141621307,-0.7906966974197662,-0.10748062528979513,-1437.4424264165584,897.6501815460797,1.9533333333333334,46.916666666666664,5.072e+04,1.098e+01,2.665e+00,1.133e+00,,,,73.39826283145729,121.11365126229754,189.0005670597159,49.09081755521844,99.79227812490817
ch3,38400,417.76308324854824,-1.2045476016416738,0.3085805442093993,-1498.4637480051354,2151.514462910467,0.23,49.99333333333333,1.745e+05,4.568e+01,2.524e+00,1.683e+00,,,,57.357866786217144,165.55107421252805,170.8425840387468,68.849497228462,65.44508501167508
ch4,38400,313.52731663835647,-1.7760596254538927,0.16851236074606676,-1186.2980605754976,1441.9835965656957,0.44666666666666666,50.013333333333335,9.830e+04,2.130e+01,1.965e+00,1.061e+00,,,,66.10306411907457,141.60321576486857,186.14087623072874,53.86753767811995,87.75049872109047
ch5,38400,570.8899327003684,-1.7545349520221118,0.1471912811819692,-2195.830867543853,2509.718424383131,0.26,50.016666666666666,3.259e+05,6.954e+01,1.979e+00,1.424e+00,,,,69.96376261691596,156.74572845312343,183.5174784223271,67.65646948426175,84.20163902004649
ch6,38400,443.8268999063758,-1.6936237602604274,0.11076112048224523,-2023.479187284509,1973.0360952649787,18.946666666666665,50.02,1.970e+05,3.100e+01,2.484e+00,1.296e+00,,,,87.8782826221594,131.31705642299423,193.36336900504776,68.28445420634786,108.67223339616032
ch7,38400,409.8797035717782,-1.396560282046748,0.031544308761728514,-1990.4901331764938,1880.5421489526461,6.623333333333333,50.02,1.680e+05,2.908e+01,3.339e+00,1.359e+00,,,,98.9726468330463,120.3857508489392,195.18278556595442,75.84841627682769,120.06407912713188
ch8,38400,425.6115877897743,-1.3378778234645012,-0.3448185177492158,-2624.0891607434114,1660.986017050817,0.38333333333333336,50.013333333333335,1.811e+05,4.179e+01,4.299e+00,1.501e+00,,,,113.27893072381119,112.57741497573079,197.46944667379205,89.02527494156088,133.48230324794025
ch9,38400,684.3596841978608,-0.8111669641559198,0.09611419236104064,-3920.799622230628,3162.3189117213296,0.29,50.016666666666666,4.683e+05,9.875e+01,2.244e+00,1.619e+00,,,,89.05035817460588,164.17470872319822,179.33350290138782,89.87741844110198,95.3113595325987
