,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,2753.337295035335,11.21323938596831,-0.3024809264818185,-15038.406806726422,11898.680690278177,49.92333333333333,49.986666666666665,7.581e+06,1.198e+03,7.568e+00,4.417e+00,,,,61.13158998938578,141.91246177237736,173.91880151002198,51.52608823611208,90.36950298546071
ch1,38400,2864.076566957335,11.415803176266776,-0.3042078624653889,-15586.958324123641,12252.194275385707,49.86,49.986666666666665,8.203e+06,1.347e+03,8.403e+00,4.111e+00,,,,73.95945558211615,128.90341266205533,183.9264873965735,53.2807278020424,105.72945097615418
ch2,38400,2798.904562696796,10.790546018286195,-0.30150357455553506,-15201.126179739305,11864.76521081642,0.6233333333333333,49.986666666666665,7.834e+06,1.328e+03,9.126e+00,3.887e+00,,,,86.98024883020676,114.84259635194624,190.75648751115423,59.505570047291855,119.29643057986188
ch3,38400,1772.0611658315886,7.055388980202949,-0.28966459643932635,-9653.974073117564,7814.272445032905,49.92666666666667,49.986666666666665,3.140e+06,4.839e+02,4.396e+00,2.925e+00,,,,53.958494979239894,157.8528328288335,164.7604115413767,56.84176097439775,76.51283345522624
ch4,38400,2373.4030733272352,10.570185269477708,-0.33436623225629136,-13134.807976572929,10013.535117652285,0.6233333333333333,49.986666666666665,5.633e+06,9.514e+02,6.685e+00,3.102e+00,,,,74.74002544749574,133.03806941969003,184.43949477153362,53.61304219185563,105.47069301043805
ch5,38400,1238.7835539214761,5.284724015996193,-0.35536795471626054,-6850.939926501606,5310.873244257329,0.5066666666666667,49.986666666666665,1.535e+06,2.634e+02,2.643e+00,1.595e+00,,,,68.69662463822087,149.66020340742145,176.4531996791671,58.099454585021874,94.05720891839393
ch6,38400,1469.8894614418489,8.196924366112517,-0.37340983357743024,-8285.64375449543,5691.6337844793925,0.31,49.986666666666665,2.161e+06,4.225e+02,4.704e+00,1.942e+00,,,,92.67824363796103,125.86486715913931,190.72521801425444,67.41866641164036,121.05764054523786
ch7,38400,1198.5284187495788,7.481262841581872,-0.3720316031945492,-6871.562403324518,4584.227708374037,0.30333333333333334,49.983333333333334,1.436e+06,2.897e+02,4.543e+00,2.131e+00,,,,106.16205526059704,115.36711358313703,194.93994605232533,78.46229815641829,133.60596102281633
ch8,38400,923.3078517949663,6.61704768200703,-0.337300412343461,-5293.202374970219,3673.291315537173,0.3,49.983333333333334,8.525e+05,1.754e+02,4.228e+00,2.529e+00,,,,118.744889446432,106.25284242100538,195.95889714644755,90.72346876148042,144.1577051281772
ch9,38400,309.41892191527364,-2.071916616157605,-0.09276237560122694,-1491.9278689954663,1351.5722214662408,0.3,49.95666666666666,9.574e+04,2.490e+01,1.593e+00,1.190e+00,,,,69.49880901033146,162.28986387277533,165.2271018571898,69.34442016505034,85.52297920638739
ch10,38400,343.6459410882422,0.4210013432842684,-0.2622501500631185,-1953.007132077715,1427.6591092168317,0.23,46.39333333333333,1.181e+05,3.361e+01,1.439e+00,1.045e+00,,,,78.37476617493061,150.70411808624496,176.648158156431,67.20678049487205,100.2517627615031
ch11,38400,566.0955856128392,2.955663323625758,-0.35452368407401874,-3153.820487852418,2398.4251436846694,0.25666666666666665,49.96,3.205e+05,9.142e+01,2.063e+00,1.292e+00,,,,91.29765075065605,138.47266442681024,185.2438617448812,72.07095423872286,115.54478939606797
ch12,38400,559.1580738713743,4.189264862073032,-0.27734170450057694,-2684.1445117884746,2153.6312817497314,0.2633333333333333,49.95333333333333,3.127e+05,8.839e+01,3.019e+00,2.573e+00,,,,119.32074345714781,118.64554146287072,191.95555576148973,95.0597728547163,141.56865440086202
ch13,38400,838.7435147740434,-2.891263645726905,0.028356656630475898,-3578.437136403377,3468.361370996332,34.71,49.986666666666665,7.035e+05,1.133e+02,1.846e+00,1.521e+00,,,,94.4021937040101,148.00309732118896,179.18717644249895,80.88935897866321,113.34219384157446
ch14,38400,870.0907943966412,-1.039817699432097,-0.0822352514509505,-3850.3395395470434,3848.6239763148,0.5266666666666666,49.986666666666665,7.571e+05,1.351e+02,2.362e+00,2.202e+00,,,,106.36414964772935,137.88119922127385,184.2447693811348,88.22999862907322,126.11370544565432
ch15,38400,1355.13775044651,-7.7862772578400365,0.21516570484648354,-5676.221550122102,7019.781555530477,49.92666666666667,49.986666666666665,1.836e+06,2.821e+02,2.743e+00,1.884e+00,,,,98.01001360371295,159.1523992412724,169.77889641685238,91.58138790788114,109.85361678187697
ch16,38400,749.8117913418347,5.645240224900572,-0.19565480550093214,-4106.853436668582,3350.797476618217,0.32,49.983333333333334,5.622e+05,1.150e+02,3.871e+00,2.804e+00,,,,145.13944345151202,102.19179212412972,194.26906065499594,120.59731475518595,164.1221107376527
ch17,38400,443.58131282781443,4.120126203874133,-0.059017893082433964,-2050.4024018611944,2006.786024097027,0.31333333333333335,49.98,1.968e+05,4.542e+01,2.896e+00,2.209e+00,,,,158.9314366349457,109.70940689037398,194.38457854189124,136.9161309469298,174.4549590457686
ch18,38400,319.1972187521079,2.538463466049955,-0.06143888247156771,-1452.5299674138978,1268.6346415473092,0.7633333333333333,49.97,1.019e+05,2.374e+01,2.692e+00,1.886e+00,,,,169.74347642192635,119.70008345529978,191.6448599093029,150.6913155029734,181.57683259570595
ch19,38400,1102.293222110478,-0.9286993107132828,-0.07837686646251255,-5627.661978804192,5380.29367802787,0.26,49.983333333333334,1.215e+06,2.947e+02,5.304e+00,2.098e+00,,,,183.45012367753313,143.10103266770275,178.7177320678997,171.38141778318501,187.32993437677996
ch20,38400,1486.9891592325953,-2.1518339651169085,-0.07876063537644645,-7432.501181494999,7117.424481715631,0.2633333333333333,49.983333333333334,2.211e+06,5.227e+02,7.118e+00,2.664e+00,,,,185.7891975480783,154.69982155817792,168.6919785401494,177.6148045981983,185.5470795576148
ch21,38400,556.1580641477271,4.615063743930298,-0.2267977857817601,-2522.2760095981157,2194.929748927827,0.2633333333333333,49.95666666666666,3.093e+05,8.487e+01,3.584e+00,3.116e+00,,,,134.3348338937368,114.69723497445804,190.6584494836108,111.42983191725178,153.1118047119655
ch22,38400,477.4486907113122,3.5641120997420965,-0.2362376134701836,-2454.2995619978224,2042.5803234766486,0.27666666666666667,49.95,2.280e+05,6.219e+01,3.190e+00,2.586e+00,,,,149.8129563308149,120.29009053009028,189.9198000970882,129.58558286350214,164.5616521612474
ch23,38400,890.2583480912018,-0.3198988908029442,-0.158824422696063,-4694.603717288578,4541.620732190895,0.27666666666666667,49.983333333333334,7.926e+05,1.880e+02,3.498e+00,2.048e+00,,,,171.5916507514064,142.95314130804408,180.8921476215356,158.551330204251,177.5498054800555
