,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,1577.0944985143728,3.0910438819994694,-0.05948153859845928,-6032.666934614007,5694.041154950089,49.93333333333333,50.07666666666667,2.487e+06,3.739e+02,4.647e+00,4.149e+00,,,,67.70996544103642,180.11082464545967,217.31322253205573,60.46844780273803,88.64606252633571
ch1,38400,1597.2414590011776,1.842782990440531,-0.06730997898555592,-6159.08460324222,5611.92524067465,49.93,50.07666666666667,2.551e+06,3.916e+02,3.904e+00,3.827e+00,,,,77.93795894414285,167.33541268321966,226.25126485021573,60.951548989980466,103.98606696714836
ch2,38400,1531.7357179439823,1.0068007223813844,-0.0761083382148673,-6118.876854839949,5241.013064482415,49.92666666666667,50.07666666666667,2.346e+06,3.656e+02,3.774e+00,3.660e+00,,,,90.54898875631493,154.17191088594976,232.42969151685722,67.95749404871111,118.87036047975408
ch3,38400,1049.8557372272217,4.217651239700421,-0.048339352703778316,-4059.0332992942785,3936.6881174463533,49.93333333333333,50.07666666666667,1.102e+06,1.589e+02,3.700e+00,2.684e+00,,,,78.82361788980526,200.9345054923341,216.0303698030079,82.13534352253964,88.65302182834064
ch4,38400,1312.9253199805896,2.2887977760661418,-0.07165843665730401,-5182.237915586992,4671.566988962397,49.92333333333333,50.07666666666667,1.724e+06,2.725e+02,3.105e+00,2.869e+00,,,,91.1263295024765,177.1126189341218,233.11457519353687,77.49696240874343,113.4772083444596
ch5,38400,699.2553309927792,2.941143705324636,-0.05916243151319713,-2862.679901634495,2695.3061299115975,32.1,50.07666666666667,4.890e+05,7.795e+01,1.907e+00,1.415e+00,,,,98.59648510832547,197.66176020649715,232.08191015253448,93.98759978369576,112.85129046748499
ch6,38400,787.3442213003146,1.625231646145364,-0.09731355457385565,-3461.6019992469987,2877.638998033819,0.3933333333333333,50.07333333333333,6.199e+05,1.171e+02,2.423e+00,1.753e+00,,,,116.13725215224792,175.72192048612627,244.08176081883198,101.01048209095322,137.364464391109
ch7,38400,669.1025807599415,0.9454049500407439,-0.11280284733986598,-3140.263506981632,2744.340867678242,0.37,50.07333333333333,4.477e+05,9.133e+01,2.960e+00,1.820e+00,,,,128.14348096432343,166.37616850603058,247.47314416396736,110.77553321991935,150.25419437994836
ch8,38400,557.5116372954345,0.4010655295252671,-0.11269211050407459,-2696.56954829446,2628.53926702976,0.51,50.07333333333333,3.108e+05,6.721e+01,3.487e+00,1.946e+00,,,,140.32326352492547,158.502352655547,247.89467508727867,122.54525553635136,161.94368811510964
ch9,38400,248.43092003219115,2.3771861404162338,0.2306815823252261,-1322.4596648121574,1678.6510751113287,1.75,50.02333333333333,6.172e+04,1.464e+01,1.584e+00,1.004e+00,,,,109.868380377045,213.36148393295937,227.37717897552622,112.392901868574,115.8092276138651
ch10,38400,197.2987415395411,1.813394011416516,0.08037554428335807,-780.6351452961031,861.180200871526,4.346666666666667,49.92666666666667,3.893e+04,8.582e+00,1.351e+00,9.090e-01,,,,114.39470199108534,202.58782549533916,237.00867812865715,110.15413541538103,126.51088207585208
ch11,38400,273.87021099366524,1.1575220278724794,-0.13590836675376486,-1664.2555167870767,1104.1383980100866,1.2633333333333334,50.04333333333334,7.500e+04,1.706e+01,1.610e+00,1.017e+00,,,,123.39680338261947,191.37680839670864,244.15037570332083,113.68218854831882,139.58968766135342
ch12,38400,331.4442982822904,-0.1681236672575998,-0.22941597504820188,-2334.5680084072615,1893.2363344806618,1.6833333333333333,50.026666666666664,1.099e+05,2.600e+01,2.658e+00,1.442e+00,,,,147.5167343995199,173.56943289895608,248.9245901110515,133.63502390431594,165.48323909902325
ch13,38400,496.8188506492911,0.04281760434447354,0.022017930632895946,-1888.247091189779,1699.4708840127748,49.946666666666665,50.07666666666667,2.468e+05,2.915e+01,1.686e+00,1.203e+00,,,,132.6866369240789,203.13974796698596,242.69611959938592,127.27942824993133,144.19387121621585
ch14,38400,509.4839319370916,-0.5016668322703424,0.0019889252545403076,-1868.1850979811418,1765.104711790519,49.95666666666666,50.07666666666667,2.596e+05,2.882e+01,2.168e+00,1.404e+00,,,,141.81926734935007,193.88180110041918,246.48075414405008,133.17147734112612,155.5788507650837
ch15,38400,798.8342040700983,-1.1706282207094159,0.041100552228951696,-2893.9716773666546,2937.3060021208066,49.93333333333333,50.07666666666667,6.381e+05,9.226e+01,1.984e+00,1.631e+00,,,,141.2708986719075,215.5044843343223,237.66302635243702,140.76945950741472,147.22937369363916
ch16,38400,484.1002000533565,0.9252033583247616,-0.06800271115216809,-2218.101028586711,2331.1076880723654,2.3733333333333335,50.07,2.344e+05,4.976e+01,3.743e+00,1.878e+00,,,,168.04582367417842,154.8094627169381,245.7450486212591,153.0375858512962,185.78263858368382
ch17,38400,332.1685332113827,0.6197421714170728,-0.03778638557240893,-1554.6737414507625,1768.5125987758724,3.9266666666666667,50.026666666666664,1.103e+05,2.611e+01,2.991e+00,1.475e+00,,,,182.97777285429666,160.74299603886908,245.87762143332517,170.0251600285587,198.223596378093
ch18,38400,280.6453333901311,-0.4598948554071097,-0.042101851114420205,-1249.6855493171026,1075.4468554723485,5.683333333333334,50.016666666666666,7.876e+04,1.857e+01,2.676e+00,1.240e+00,,,,195.18528765278876,169.10495212320436,243.4303475227504,184.76238925082944,207.54156153259876
ch19,38400,594.2964518622304,-2.46541586499415,0.03543242669460711,-2711.9230106758473,2279.9361044960656,4.403333333333333,50.07333333333333,3.532e+05,6.660e+01,3.532e+00,1.441e+00,,,,211.83590890174378,189.89378663581397,231.80571218020808,207.3959720212433,217.5588371155557
ch20,38400,778.233899800639,-2.6271164262009674,0.05398830852305218,-3215.8609117543015,2953.6697777870736,6.75,50.07333333333333,6.056e+05,1.062e+02,4.194e+00,1.842e+00,,,,215.61635129153095,200.7511379543494,222.98723688513647,214.45594679908334,217.75729790440028
ch21,38400,346.68142344518185,0.0594534938008951,-0.15578534446565326,-2290.8983814922804,2049.587671388153,1.45,49.99666666666667,1.202e+05,2.977e+01,3.135e+00,1.633e+00,,,,162.33720529261203,169.90640615443684,247.16462685612458,149.36360646279712,178.58537832481173
ch22,38400,316.9488450203212,0.049898490902345806,-0.09833604380932826,-2016.4471987335744,1799.2976553440355,5.476666666666667,50.03666666666667,1.005e+05,2.236e+01,2.939e+00,1.504e+00,,,,178.62571314501804,174.49225645795386,246.57206359367592,167.66675713032046,192.23055445238222
ch23,38400,482.404441646981,-1.727116750041614,0.018472560239887005,-2149.6368621239126,1869.2390116377526,10.643333333333333,50.07333333333333,2.327e+05,3.850e+01,2.799e+00,1.231e+00,,,,203.09508902406284,194.16464519532755,238.85616274911035,197.9781543506749,209.91814663298715
ch24,38400,588.0644014038106,-1.8817374532141604,0.038944852311548164,-2438.9104665164823,2230.7803726344796,9.946666666666667,50.07333333333333,3.458e+05,5.766e+01,3.134e+00,1.360e+00,,,,208.7372639058448,205.20619027947072,230.37368888239214,207.11433408325047,211.69753140277206
ch25,38400,422.81089745179673,-0.39871713494322536,-0.042056368150529835,-2101.5244301243656,1917.67271408392,33.61,50.07333333333333,1.788e+05,2.489e+01,2.828e+00,1.605e+00,,,,167.75102838307916,185.72172406239798,246.3404308758653,158.50952852778047,180.3163029384153
ch26,38400,441.4510934352597,-0.5483747681277025,-0.005331091607612276,-1764.7888030917059,1674.3390104272953,40.79666666666667,50.07333333333333,1.949e+05,2.711e+01,2.655e+00,1.442e+00,,,,182.76825518718314,191.50400208545605,245.44018406937573,175.41667907219377,192.77268936452722
ch27,38400,491.1350111440318,-1.1120842285696764,0.01773373952857278,-1959.0426317645627,1813.6730763405478,45.68333333333333,50.07333333333333,2.412e+05,3.462e+01,2.635e+00,1.338e+00,,,,193.53802105806602,200.2747337101481,241.1358683888576,188.9598634263808,200.26943055198268
