,#uniqueValues,std,mean,skew,min,max,f50,f95,energy,E10,E1020,E2030,EcHPI,E260300,E300340,dist_nas,dist_lpa,dist_rpa,dist_mrk4,dist_mrk5
ch0,38400,1500.9357782401348,-1.4688689935593653,0.14956143247199788,-6775.913710136136,6846.938691618339,0.23,50.03333333333333,2.253e+06,4.865e+02,1.608e+01,7.008e+00,,,,50.336693896536815,147.43454193666588,185.99677585763817,43.678188225382236,72.98314903778247
ch1,38400,1501.6653876185571,-2.6785774056939498,0.20183464379479607,-6801.483669555642,6883.33773471761,0.23666666666666666,50.03333333333333,2.255e+06,4.872e+02,1.624e+01,6.630e+00,,,,63.90768759532942,134.94838905226743,195.3958301722829,43.02158992239357,89.65562466383038
ch2,38400,1451.67769563245,-4.391575145025128,0.22638406938495165,-6543.171351700699,6753.781657539564,0.24,50.03333333333333,2.107e+06,4.576e+02,1.780e+01,6.889e+00,,,,78.57092887097924,122.10010847143596,201.91181534129856,49.86342793199714,105.18531560715883
ch3,38400,1092.8543872625721,0.35728264273169164,0.05594961039279891,-4646.086998843106,4761.4116668736415,0.22,50.03333333333333,1.194e+06,2.637e+02,1.328e+01,5.792e+00,,,,49.4483701116891,166.41552904928355,181.46289564562252,57.65365538968521,63.67459539479211
ch4,38400,1250.4743158112665,-1.512510366667957,0.22105274222409563,-5329.065270996441,5686.813853715757,0.23666666666666666,50.03333333333333,1.564e+06,3.431e+02,1.378e+01,5.344e+00,,,,68.47630174496034,142.88168382009982,199.50717207188055,49.26063038017894,92.85664488712257
ch5,38400,715.536455010777,1.3009234438387436,0.12574263367094068,-2990.9414512052304,3253.7091041867798,0.25,50.03333333333333,5.120e+05,1.108e+02,1.056e+01,4.147e+00,,,,67.06914903328683,161.88511905616306,195.6307318200742,60.8622123594169,85.42625662254568
ch6,38400,824.2766464709026,-1.7614468892622783,0.31973370481987234,-3017.1085067194927,4372.095363478445,0.25,50.03333333333333,6.794e+05,1.592e+02,1.234e+01,4.813e+00,,,,90.99043510910646,140.74485526909282,208.6067626668848,68.33498891131048,113.74729888384351
ch7,38400,753.9912766048373,-3.3269519514528514,0.24604644863783426,-2973.6874480410415,3775.55277310863,0.2833333333333333,50.03,5.685e+05,1.293e+02,1.890e+01,7.102e+00,,,,105.48296589731525,132.24628767995156,212.4948356167369,79.93757583513438,127.98565852236024
ch8,38400,709.518043981919,-4.268281035220615,0.13392585819449548,-2958.011131287507,3474.3191523698133,6.946666666666666,50.02,5.034e+05,1.024e+02,3.116e+01,1.119e+01,,,,119.48110008719965,125.5079361196142,213.39986482450408,93.43535213968913,140.71447561080532
ch9,38400,424.1136420115485,3.1339938075348344,0.018217814930099156,-1835.4658954692525,1977.8563514567654,3.55,46.193333333333335,1.799e+05,3.971e+01,1.046e+01,4.415e+00,,,,73.73242924264026,176.67215294072062,188.48590460225557,77.70981804537419,83.51101185003756
